Distance,Cross level,Curvature,Lateral,Vertical,Gauge
2467.75,0.688,0.0,-0.104,1.544,-0.564
2468.0,0.687,0.0,-0.232,1.622,-0.658
2468.25,0.722,0.0,-0.266,1.518,-0.648
2468.5,0.757,0.0,-0.3,1.413,-0.639
2468.75,0.634,0.0,-0.476,1.191,-0.681
2469.0,0.511,0.0,-0.652,0.969,-0.722
2469.25,0.493,0.0,-0.787,0.964,-1.013
2469.5,0.475,0.0,-0.922,0.958,-1.304
2469.75,0.282,0.0,-1.034,0.891,-1.386
2470.0,0.09,0.0,-1.146,0.825,-1.468
2470.25,-0.028,0.001,-1.256,0.814,-1.556
2470.5,-0.146,0.002,-1.366,0.803,-1.645
2470.75,-0.097,0.002,-1.35,0.943,-1.662
2471.0,-0.047,0.002,-1.333,1.084,-1.679
2471.25,-0.225,0.002,-1.415,1.169,-1.677
2471.5,-0.402,0.002,-1.498,1.254,-1.676
2471.75,-0.471,0.001,-1.277,1.347,-1.759
2472.0,-0.54,0.0,-1.056,1.439,-1.843
2472.25,-0.543,0.0,-1.088,1.464,-1.776
2472.5,-0.547,0.0,-1.121,1.488,-1.709
2472.75,-0.482,0.0,-1.203,1.492,-1.599
2473.0,-0.417,0.0,-1.286,1.496,-1.489
2473.25,-0.314,0.0,-1.245,1.323,-1.48
2473.5,-0.211,0.0,-1.204,1.151,-1.471
2473.75,-0.123,0.0,-1.135,1.05,-1.494
2474.0,-0.036,0.0,-1.066,0.949,-1.518
2474.25,0.026,0.0,-1.0,0.814,-1.568
2474.5,0.088,0.0,-0.935,0.679,-1.619
2474.75,-0.113,0.0,-0.911,0.395,-1.787
2475.0,-0.312,0.0,-0.889,0.111,-1.956
2475.25,-0.463,0.001,-1.006,-0.208,-2.101
2475.5,-0.613,0.003,-1.124,-0.527,-2.246
2475.75,-0.563,0.003,-1.135,-0.807,-2.345
2476.0,-0.512,0.003,-1.145,-1.088,-2.445
2476.25,-0.502,0.003,-1.114,-1.257,-2.604
2476.5,-0.491,0.003,-1.084,-1.426,-2.764
2476.75,-0.466,0.001,-0.857,-1.422,-2.706
2477.0,-0.441,0.0,-0.63,-1.419,-2.649
2477.25,-0.467,0.0,-0.599,-1.389,-2.433
2477.5,-0.492,0.0,-0.568,-1.359,-2.217
2477.75,-0.379,0.0,-0.495,-1.262,-2.005
2478.0,-0.266,0.0,-0.422,-1.164,-1.793
2478.25,-0.219,0.0,-0.405,-1.097,-1.654
2478.5,-0.172,0.0,-0.387,-1.03,-1.516
2478.75,-0.148,0.0,-0.341,-0.868,-1.436
2479.0,-0.123,0.0,-0.294,-0.707,-1.356
2479.25,-0.122,0.0,-0.228,-0.59,-1.068
2479.5,-0.12,0.0,-0.161,-0.472,-0.78
2479.75,-0.074,0.0,-0.054,-0.403,-0.78
2480.0,-0.027,0.0,0.053,-0.333,-0.78
2480.25,-0.053,0.001,0.02,-0.443,-0.956
2480.5,-0.078,0.002,-0.013,-0.552,-1.132
2480.75,-0.052,0.002,0.017,-0.77,-1.157
2481.0,-0.026,0.002,0.048,-0.989,-1.181
2481.25,-0.029,0.002,-0.035,-1.259,-1.289
2481.5,-0.033,0.002,-0.118,-1.529,-1.397
2481.75,-0.094,0.001,-0.172,-1.649,-1.297
2482.0,-0.154,0.0,-0.227,-1.769,-1.198
2482.25,-0.287,0.0,-0.263,-1.876,-1.048
2482.5,-0.42,0.0,-0.299,-1.983,-0.898
2482.75,-0.5,0.0,-0.152,-2.007,-0.805
2483.0,-0.581,0.0,-0.005,-2.03,-0.712
2483.25,-0.715,0.0,0.111,-1.783,-0.693
2483.5,-0.849,0.0,0.226,-1.536,-0.674
2483.75,-0.961,0.0,0.342,-1.283,-0.576
2484.0,-1.072,0.0,0.459,-1.03,-0.478
2484.25,-1.15,0.0,0.562,-0.8,-0.334
2484.5,-1.228,0.0,0.666,-0.569,-0.19
2484.75,-1.013,0.0,0.889,-0.224,-0.076
2485.0,-0.797,0.0,1.111,0.122,0.038
2485.25,-0.571,-0.001,1.37,0.451,-0.109
2485.5,-0.345,-0.002,1.63,0.78,-0.256
2485.75,-0.281,-0.002,1.718,0.959,-0.067
2486.0,-0.217,-0.002,1.807,1.138,0.123
2486.25,-0.186,-0.002,1.79,1.206,0.148
2486.5,-0.155,-0.002,1.773,1.275,0.174
2486.75,-0.21,-0.001,1.503,1.268,0.496
2487.0,-0.266,0.0,1.233,1.261,0.819
2487.25,-0.355,0.0,1.022,1.069,0.839
2487.5,-0.444,0.0,0.812,0.876,0.859
2487.75,-0.575,0.0,0.74,0.606,0.806
2488.0,-0.707,0.0,0.669,0.336,0.753
2488.25,-0.834,0.0,0.595,0.238,0.716
2488.5,-0.961,0.0,0.521,0.14,0.68
2488.75,-1.026,0.0,0.288,0.033,0.733
2489.0,-1.091,0.0,0.054,-0.075,0.786
2489.25,-0.985,0.0,-0.07,-0.166,0.726
2489.5,-0.879,0.0,-0.194,-0.258,0.666
2489.75,-0.619,0.0,-0.355,-0.152,0.786
2490.0,-0.357,0.0,-0.516,-0.046,0.906
2490.25,0.042,-0.005,-0.466,0.178,0.844
2490.5,0.442,-0.01,-0.416,0.403,0.781
2490.75,0.585,-0.01,-0.456,0.556,0.83
2491.0,0.728,-0.01,-0.495,0.71,0.878
2491.25,0.988,-0.01,-0.395,0.912,0.851
2491.5,1.248,-0.01,-0.294,1.114,0.823
2491.75,1.326,-0.005,-0.305,1.175,0.956
2492.0,1.405,0.0,-0.317,1.237,1.089
2492.25,1.49,0.0,-0.347,1.246,1.059
2492.5,1.576,0.0,-0.377,1.256,1.029
2492.75,1.509,0.0,-0.455,1.143,0.969
2493.0,1.443,0.0,-0.532,1.03,0.908
2493.25,1.414,0.0,-0.481,0.839,0.829
2493.5,1.385,0.0,-0.429,0.648,0.75
2493.75,1.393,0.0,-0.588,0.403,0.742
2494.0,1.401,0.0,-0.746,0.159,0.733
2494.25,1.437,0.0,-0.801,-0.057,0.669
2494.5,1.472,0.0,-0.856,-0.273,0.604
2494.75,1.512,0.0,-0.953,-0.408,0.647
2495.0,1.554,0.0,-1.05,-0.542,0.688
2495.25,1.632,-0.001,-1.117,-0.529,0.756
2495.5,1.711,-0.002,-1.185,-0.517,0.824
2495.75,1.694,-0.002,-1.3,-0.467,0.869
2496.0,1.677,-0.002,-1.415,-0.417,0.914
2496.25,1.709,-0.002,-1.373,-0.407,1.028
2496.5,1.741,-0.002,-1.331,-0.398,1.141
2496.75,1.785,-0.001,-1.212,-0.408,1.134
2497.0,1.829,0.0,-1.094,-0.418,1.126
2497.25,1.828,0.0,-0.903,-0.343,1.063
2497.5,1.828,0.0,-0.712,-0.268,0.999
2497.75,1.802,0.0,-0.699,-0.216,1.007
2498.0,1.777,0.0,-0.686,-0.164,1.015
2498.25,1.681,0.0,-0.577,-0.176,0.969
2498.5,1.585,0.0,-0.468,-0.189,0.923
2498.75,1.653,0.0,-0.239,-0.309,0.966
2499.0,1.721,0.0,-0.009,-0.43,1.009
2499.25,1.613,0.0,0.08,-0.659,1.019
2499.5,1.506,0.0,0.168,-0.887,1.029
2499.75,1.367,0.0,0.303,-1.088,0.97
2500.0,1.23,0.0,0.437,-1.289,0.909
2500.25,1.028,0.001,0.356,-1.465,0.962
2500.5,0.825,0.002,0.275,-1.641,1.014
2500.75,0.615,0.002,0.244,-1.696,0.95
2501.0,0.406,0.002,0.214,-1.751,0.885
2501.25,0.269,0.002,0.204,-1.806,0.985
2501.5,0.132,0.002,0.195,-1.861,1.086
2501.75,0.158,0.001,0.321,-1.923,0.901
2502.0,0.183,0.0,0.448,-1.985,0.717
2502.25,0.143,0.0,0.55,-1.924,0.618
2502.5,0.104,0.0,0.652,-1.862,0.519
2502.75,0.178,0.0,0.657,-1.635,0.563
2503.0,0.251,0.0,0.663,-1.407,0.608
2503.25,0.221,0.0,0.526,-1.067,0.649
2503.5,0.191,0.0,0.39,-0.727,0.691
2503.75,0.271,0.0,0.463,-0.295,0.7
2504.0,0.351,0.0,0.537,0.137,0.709
2504.25,0.255,0.0,0.682,0.444,0.799
2504.5,0.159,0.0,0.827,0.75,0.889
2504.75,0.12,0.0,0.935,1.021,0.867
2505.0,0.082,0.0,1.042,1.292,0.845
2505.25,-0.087,0.001,1.081,1.428,0.907
2505.5,-0.257,0.003,1.121,1.565,0.968
2505.75,-0.4,0.003,1.098,1.716,0.986
2506.0,-0.543,0.003,1.075,1.868,1.005
2506.25,-0.633,0.003,1.024,1.929,1.067
2506.5,-0.722,0.003,0.974,1.99,1.13
2506.75,-0.804,0.001,0.86,1.966,0.93
2507.0,-0.886,0.0,0.746,1.942,0.73
2507.25,-1.002,0.0,0.709,1.824,0.851
2507.5,-1.119,0.0,0.672,1.707,0.971
2507.75,-1.039,0.0,0.684,1.626,1.03
2508.0,-0.96,0.0,0.696,1.546,1.089
2508.25,-0.925,0.0,0.573,1.455,0.952
2508.5,-0.891,0.0,0.451,1.364,0.815
2508.75,-0.805,0.0,0.392,1.387,0.707
2509.0,-0.718,0.0,0.334,1.409,0.6
2509.25,-0.68,0.0,0.32,1.438,0.552
2509.5,-0.641,0.0,0.306,1.467,0.504
2509.75,-0.674,0.0,0.263,1.445,0.458
2510.0,-0.705,0.0,0.22,1.424,0.411
2510.25,-0.787,0.001,0.219,1.312,0.449
2510.5,-0.868,0.002,0.217,1.199,0.487
2510.75,-0.841,0.002,0.271,1.083,0.436
2511.0,-0.813,0.002,0.325,0.968,0.385
2511.25,-0.818,0.002,0.392,0.877,0.249
2511.5,-0.824,0.002,0.46,0.785,0.113
2511.75,-0.898,0.001,0.355,0.768,0.068
2512.0,-0.973,0.0,0.25,0.75,0.023
2512.25,-1.043,0.0,0.072,0.661,0.202
2512.5,-1.112,0.0,-0.106,0.573,0.381
2512.75,-1.054,0.0,-0.209,0.524,0.297
2513.0,-0.995,0.0,-0.312,0.476,0.213
2513.25,-1.025,0.0,-0.407,0.382,0.27
2513.5,-1.055,0.0,-0.502,0.289,0.328
2513.75,-1.09,0.0,-0.562,0.209,0.301
2514.0,-1.125,0.0,-0.623,0.129,0.274
2514.25,-0.995,0.0,-0.758,0.16,0.183
2514.5,-0.865,0.0,-0.893,0.192,0.091
2514.75,-0.8,0.0,-1.017,0.119,0.083
2515.0,-0.733,0.0,-1.142,0.046,0.076
2515.25,-0.62,0.0,-1.178,-0.045,0.114
2515.5,-0.506,0.0,-1.214,-0.135,0.152
2515.75,-0.373,0.0,-1.103,-0.221,0.021
2516.0,-0.24,0.0,-0.991,-0.307,-0.111
2516.25,-0.213,0.0,-0.851,-0.373,-0.139
2516.5,-0.186,0.0,-0.712,-0.439,-0.168
2516.75,-0.233,0.0,-0.678,-0.467,-0.172
2517.0,-0.281,0.0,-0.644,-0.495,-0.176
2517.25,-0.27,0.0,-0.452,-0.498,-0.258
2517.5,-0.259,0.0,-0.26,-0.501,-0.341
2517.75,-0.216,0.0,-0.191,-0.532,-0.435
2518.0,-0.174,0.0,-0.122,-0.563,-0.53
2518.25,-0.013,0.0,-0.041,-0.644,-0.372
2518.5,0.148,0.0,0.039,-0.724,-0.214
2518.75,0.112,0.0,-0.005,-0.858,-0.231
2519.0,0.075,0.0,-0.049,-0.992,-0.248
2519.25,0.115,0.0,-0.114,-1.009,-0.262
2519.5,0.154,0.0,-0.179,-1.025,-0.276
2519.75,0.041,0.0,-0.332,-1.163,-0.258
2520.0,-0.071,0.0,-0.485,-1.301,-0.239
2520.25,-0.013,0.0,-0.566,-1.436,-0.231
2520.5,0.044,0.0,-0.646,-1.572,-0.223
2520.75,0.068,0.0,-0.601,-1.738,-0.206
2521.0,0.091,0.0,-0.556,-1.903,-0.189
2521.25,0.133,0.0,-0.657,-1.886,-0.167
2521.5,0.176,0.0,-0.757,-1.868,-0.145
2521.75,0.151,0.0,-0.668,-1.759,-0.103
2522.0,0.126,0.0,-0.579,-1.65,-0.061
2522.25,0.194,0.0,-0.505,-1.309,-0.186
2522.5,0.263,0.0,-0.43,-0.968,-0.311
2522.75,0.126,0.0,-0.34,-0.739,-0.426
2523.0,-0.01,0.0,-0.25,-0.511,-0.541
2523.25,0.084,0.0,-0.155,-0.275,-0.728
2523.5,0.179,0.0,-0.06,-0.04,-0.915
2523.75,0.112,0.0,0.073,0.1,-0.942
2524.0,0.044,0.0,0.205,0.239,-0.969
2524.25,-0.007,0.0,0.281,0.424,-1.02
2524.5,-0.059,0.0,0.358,0.608,-1.07
2524.75,-0.133,0.0,0.469,0.707,-1.092
2525.0,-0.206,0.0,0.58,0.807,-1.115
2525.25,-0.314,0.0,0.602,0.816,-1.074
2525.5,-0.422,0.0,0.625,0.826,-1.034
2525.75,-0.505,0.0,0.548,0.687,-0.873
2526.0,-0.587,0.0,0.471,0.549,-0.713
2526.25,-0.588,0.0,0.249,0.507,-0.653
2526.5,-0.589,0.0,0.027,0.464,-0.593
2526.75,-0.503,0.0,0.137,0.393,-0.474
2527.0,-0.416,0.0,0.248,0.321,-0.355
2527.25,-0.231,0.0,0.301,0.435,-0.471
2527.5,-0.046,0.0,0.355,0.548,-0.587
2527.75,-0.169,0.0,0.426,0.618,-0.655
2528.0,-0.293,0.0,0.498,0.688,-0.722
2528.25,-0.304,0.0,0.463,0.729,-0.644
2528.5,-0.314,0.0,0.428,0.77,-0.565
2528.75,-0.39,0.0,0.333,0.826,-0.559
2529.0,-0.466,0.0,0.238,0.882,-0.553
2529.25,-0.56,0.0,0.215,0.798,-0.415
2529.5,-0.654,0.0,0.191,0.714,-0.276
2529.75,-0.598,0.0,0.302,0.72,-0.357
2530.0,-0.541,0.0,0.411,0.726,-0.439
2530.25,-0.594,0.0,0.485,0.717,-0.481
2530.5,-0.647,0.0,0.559,0.709,-0.523
2530.75,-0.754,0.0,0.452,0.589,-0.421
2531.0,-0.861,0.0,0.345,0.468,-0.319
2531.25,-0.928,0.0,0.239,0.351,-0.434
2531.5,-0.994,0.0,0.132,0.235,-0.549
2531.75,-1.017,0.0,0.037,0.095,-0.57
2532.0,-1.04,0.0,-0.059,-0.045,-0.591
2532.25,-1.01,0.0,-0.168,-0.168,-0.664
2532.5,-0.98,0.0,-0.276,-0.291,-0.738
2532.75,-0.963,0.0,-0.319,-0.373,-0.669
2533.0,-0.945,0.0,-0.361,-0.454,-0.601
2533.25,-0.933,0.0,-0.308,-0.487,-0.426
2533.5,-0.921,0.0,-0.255,-0.52,-0.252
2533.75,-0.955,0.0,-0.23,-0.473,-0.192
2534.0,-0.99,0.0,-0.205,-0.425,-0.131
2534.25,-1.079,0.0,-0.102,-0.51,-0.113
2534.5,-1.169,0.0,0.001,-0.596,-0.094
2534.75,-1.164,0.0,0.071,-0.62,-0.161
2535.0,-1.158,0.0,0.141,-0.644,-0.229
2535.25,-1.15,0.0,0.24,-0.632,-0.254
2535.5,-1.142,0.0,0.339,-0.619,-0.28
2535.75,-1.035,0.0,0.311,-0.561,-0.218
2536.0,-0.928,0.0,0.282,-0.504,-0.156
2536.25,-0.856,0.0,0.454,-0.451,-0.298
2536.5,-0.784,0.0,0.625,-0.399,-0.44
2536.75,-0.747,0.0,0.562,-0.328,-0.304
2537.0,-0.71,0.0,0.499,-0.256,-0.168
2537.25,-0.752,0.0,0.305,-0.365,-0.164
2537.5,-0.794,0.0,0.11,-0.474,-0.159
2537.75,-0.716,0.0,0.006,-0.573,0.113
2538.0,-0.638,0.0,-0.099,-0.672,0.386
2538.25,-0.725,0.0,-0.225,-0.678,0.535
2538.5,-0.812,0.0,-0.352,-0.684,0.684
2538.75,-0.74,0.0,-0.239,-0.733,0.752
2539.0,-0.669,0.0,-0.127,-0.782,0.82
2539.25,-0.649,0.0,-0.195,-0.93,0.768
2539.5,-0.629,0.0,-0.263,-1.077,0.716
2539.75,-0.48,0.0,-0.235,-1.16,0.781
2540.0,-0.329,0.0,-0.207,-1.243,0.845
2540.25,-0.307,0.0,-0.173,-1.258,0.874
2540.5,-0.284,0.0,-0.139,-1.272,0.904
2540.75,-0.255,0.0,-0.081,-1.095,0.585
2541.0,-0.226,0.0,-0.024,-0.918,0.266
2541.25,-0.237,0.0,0.175,-0.743,0.44
2541.5,-0.248,0.0,0.375,-0.568,0.613
2541.75,-0.139,0.0,0.36,-0.258,0.49
2542.0,-0.029,0.0,0.346,0.052,0.367
2542.25,0.001,0.0,0.348,0.134,0.443
2542.5,0.032,0.0,0.35,0.215,0.519
2542.75,0.255,0.0,0.39,0.356,0.611
2543.0,0.477,0.0,0.43,0.496,0.702
2543.25,0.517,0.0,0.484,0.675,0.639
2543.5,0.558,0.0,0.538,0.854,0.575
2543.75,0.6,0.0,0.559,0.906,0.603
2544.0,0.642,0.0,0.579,0.959,0.632
2544.25,0.778,0.0,0.353,1.013,0.48
2544.5,0.913,0.0,0.127,1.067,0.328
2544.75,0.942,0.0,-0.01,1.07,0.305
2545.0,0.972,0.0,-0.148,1.072,0.281
2545.25,1.137,0.0,-0.22,1.022,0.198
2545.5,1.302,0.0,-0.292,0.971,0.115
2545.75,1.273,0.0,-0.301,1.002,-0.1
2546.0,1.243,0.0,-0.31,1.034,-0.314
2546.25,1.225,0.0,-0.328,1.104,-0.245
2546.5,1.207,0.0,-0.346,1.175,-0.175
2546.75,1.073,0.0,-0.449,1.2,-0.178
2547.0,0.939,0.0,-0.553,1.225,-0.18
2547.25,0.865,0.0,-0.484,1.142,-0.206
2547.5,0.79,0.0,-0.415,1.06,-0.232
2547.75,0.817,0.0,-0.412,0.983,-0.257
2548.0,0.843,0.0,-0.409,0.906,-0.283
2548.25,0.812,0.0,-0.294,0.747,-0.359
2548.5,0.781,0.0,-0.18,0.589,-0.435
2548.75,0.794,0.0,-0.167,0.412,-0.396
2549.0,0.806,0.0,-0.155,0.235,-0.358
2549.25,0.858,0.0,-0.073,0.259,-0.317
2549.5,0.909,0.0,0.009,0.283,-0.276
2549.75,0.738,0.0,0.09,0.252,-0.205
2550.0,0.568,0.0,0.171,0.221,-0.135
2550.25,0.477,0.0,0.144,0.25,-0.081
2550.5,0.387,0.0,0.118,0.279,-0.026
2550.75,0.395,0.0,0.094,0.368,-0.023
2551.0,0.403,0.0,0.069,0.457,-0.02
2551.25,0.388,0.0,0.027,0.469,-0.018
2551.5,0.373,0.0,-0.014,0.481,-0.015
2551.75,0.328,0.0,0.017,0.405,-0.071
2552.0,0.283,0.0,0.048,0.329,-0.126
2552.25,0.263,0.0,0.172,0.34,-0.233
2552.5,0.243,0.0,0.295,0.351,-0.34
2552.75,0.112,0.0,0.372,0.326,-0.487
2553.0,-0.019,0.0,0.448,0.3,-0.635
2553.25,-0.038,0.0,0.476,0.142,-0.784
2553.5,-0.056,0.0,0.504,-0.016,-0.933
2553.75,0.067,0.0,0.317,-0.15,-1.008
2554.0,0.19,0.0,0.131,-0.284,-1.083
2554.25,0.236,0.0,0.179,-0.417,-0.979
2554.5,0.283,0.0,0.227,-0.549,-0.876
2554.75,0.322,0.0,0.245,-0.632,-0.738
2555.0,0.362,0.0,0.262,-0.714,-0.601
2555.25,0.25,0.0,0.052,-0.795,-0.597
2555.5,0.139,0.0,-0.158,-0.875,-0.593
2555.75,0.11,0.0,-0.142,-0.905,-0.426
2556.0,0.081,0.0,-0.127,-0.935,-0.259
2556.25,0.111,0.0,-0.179,-1.054,-0.199
2556.5,0.14,0.0,-0.231,-1.173,-0.14
2556.75,0.229,0.0,-0.251,-1.251,-0.244
2557.0,0.318,0.0,-0.271,-1.329,-0.348
2557.25,0.339,0.0,-0.281,-1.236,-0.335
2557.5,0.36,0.0,-0.291,-1.142,-0.322
2557.75,0.285,0.0,-0.283,-1.049,-0.604
2558.0,0.21,0.0,-0.275,-0.955,-0.886
2558.25,0.113,0.0,-0.271,-0.965,-0.95
2558.5,0.016,0.0,-0.267,-0.974,-1.013
2558.75,0.0,0.0,-0.32,-0.924,-1.214
2559.0,-0.016,0.0,-0.373,-0.873,-1.415
2559.25,-0.116,0.0,-0.251,-0.856,-1.385
2559.5,-0.217,0.0,-0.13,-0.838,-1.355
2559.75,-0.179,0.0,-0.017,-0.743,-1.224
2560.0,-0.14,0.0,0.094,-0.648,-1.093
2560.25,-0.026,0.0,0.111,-0.457,-1.045
2560.5,0.087,0.0,0.128,-0.266,-0.997
2560.75,0.121,0.0,0.234,-0.25,-0.639
2561.0,0.155,0.0,0.339,-0.234,-0.282
2561.25,0.307,0.0,0.485,-0.216,-0.31
2561.5,0.459,0.0,0.631,-0.198,-0.338
2561.75,0.563,0.0,0.631,-0.089,-0.338
2562.0,0.668,0.0,0.632,0.02,-0.337
2562.25,0.644,0.0,0.578,0.175,-0.175
2562.5,0.621,0.0,0.524,0.33,-0.012
2562.75,0.528,0.0,0.384,0.5,0.075
2563.0,0.434,0.0,0.244,0.671,0.162
2563.25,0.375,0.0,0.116,0.81,0.088
2563.5,0.316,0.0,-0.011,0.95,0.015
2563.75,0.226,0.0,0.018,1.021,0.01
2564.0,0.135,0.0,0.048,1.092,0.006
2564.25,0.105,0.0,0.086,1.077,-0.006
2564.5,0.075,0.0,0.125,1.061,-0.018
2564.75,0.081,0.0,0.015,1.003,-0.006
2565.0,0.087,0.0,-0.096,0.946,0.005
2565.25,0.16,0.0,-0.081,0.981,-0.055
2565.5,0.232,0.0,-0.066,1.016,-0.115
2565.75,0.293,0.0,-0.059,0.782,-0.152
2566.0,0.353,0.0,-0.052,0.547,-0.188
2566.25,0.382,0.0,-0.14,0.184,-0.234
2566.5,0.411,0.0,-0.229,-0.18,-0.281
2566.75,0.616,0.0,-0.135,-0.478,-0.328
2567.0,0.822,0.0,-0.04,-0.775,-0.375
2567.25,0.939,0.0,-0.07,-1.153,-0.262
2567.5,1.057,0.0,-0.1,-1.53,-0.148
2567.75,1.233,0.0,-0.139,-1.821,0.144
2568.0,1.409,0.0,-0.178,-2.112,0.437
2568.25,1.551,0.0,-0.238,-2.178,0.457
2568.5,1.694,0.0,-0.297,-2.243,0.476
2568.75,1.517,0.0,-0.259,-2.235,0.59
2569.0,1.34,0.0,-0.22,-2.226,0.704
2569.25,1.34,0.0,-0.36,-1.939,0.624
2569.5,1.34,0.0,-0.501,-1.652,0.544
2569.75,1.157,0.0,-0.822,-1.452,0.454
2570.0,0.975,0.0,-1.144,-1.252,0.363
2570.25,0.926,0.0,-0.963,-0.852,0.205
2570.5,0.877,0.0,-0.782,-0.452,0.047
2570.75,0.847,0.0,-0.813,-0.13,-0.12
2571.0,0.817,0.0,-0.843,0.193,-0.287
2571.25,0.637,0.0,-0.955,0.528,-0.36
2571.5,0.458,0.0,-1.067,0.863,-0.433
2571.75,0.388,0.0,-0.994,0.972,-0.339
2572.0,0.318,0.0,-0.921,1.081,-0.245
2572.25,0.312,0.0,-0.939,0.911,-0.25
2572.5,0.307,0.0,-0.956,0.741,-0.256
2572.75,0.408,0.0,-0.902,0.465,0.009
2573.0,0.51,0.0,-0.847,0.188,0.275
2573.25,0.622,0.0,-0.715,0.025,0.542
2573.5,0.733,0.0,-0.584,-0.137,0.809
2573.75,0.737,0.0,-0.388,-0.236,0.827
2574.0,0.74,0.0,-0.193,-0.334,0.844
2574.25,0.761,0.0,-0.163,-0.255,0.675
2574.5,0.781,0.0,-0.132,-0.175,0.507
2574.75,0.73,0.0,-0.23,-0.139,0.321
2575.0,0.681,0.0,-0.329,-0.103,0.135
2575.25,0.512,0.0,-0.207,-0.076,0.069
2575.5,0.342,0.0,-0.085,-0.049,0.004
2575.75,0.213,0.0,-0.061,0.208,-0.19
2576.0,0.083,0.0,-0.037,0.464,-0.383
2576.25,-0.148,0.0,-0.117,0.871,-0.384
2576.5,-0.38,0.0,-0.197,1.278,-0.384
2576.75,-0.649,0.0,-0.16,1.475,-0.417
2577.0,-0.919,0.0,-0.122,1.673,-0.45
2577.25,-1.015,0.0,-0.094,1.833,-0.456
2577.5,-1.111,0.0,-0.067,1.993,-0.462
2577.75,-1.173,0.0,0.123,1.987,-0.481
2578.0,-1.235,0.0,0.313,1.981,-0.501
2578.25,-1.197,0.0,0.249,1.857,-0.367
2578.5,-1.158,0.0,0.186,1.732,-0.233
2578.75,-0.89,0.0,0.169,1.663,-0.226
2579.0,-0.621,0.0,0.151,1.593,-0.219
2579.25,-0.465,0.0,0.113,1.493,-0.184
2579.5,-0.309,0.0,0.076,1.393,-0.148
2579.75,-0.176,0.0,0.16,1.34,-0.15
2580.0,-0.042,0.0,0.243,1.288,-0.153
2580.25,-0.069,0.0,0.257,1.094,-0.177
2580.5,-0.096,0.0,0.271,0.901,-0.201
2580.75,-0.126,0.0,0.347,0.956,-0.39
2581.0,-0.155,0.0,0.423,1.012,-0.58
2581.25,-0.298,0.0,0.435,1.031,-0.528
2581.5,-0.44,0.0,0.447,1.049,-0.476
2581.75,-0.6,0.0,0.457,1.114,-0.37
2582.0,-0.76,0.0,0.467,1.178,-0.264
2582.25,-0.761,0.0,0.461,1.38,-0.202
2582.5,-0.763,0.0,0.455,1.582,-0.14
2582.75,-0.881,0.0,0.434,1.724,-0.374
2583.0,-0.999,0.0,0.413,1.867,-0.608
2583.25,-1.137,0.0,0.345,1.834,-0.567
2583.5,-1.276,0.0,0.278,1.801,-0.525
2583.75,-1.179,0.0,0.205,1.779,-0.493
2584.0,-1.082,0.0,0.132,1.757,-0.462
2584.25,-1.15,0.0,0.222,1.519,-0.116
2584.5,-1.218,0.0,0.312,1.281,0.229
2584.75,-1.07,0.0,0.524,1.124,0.319
2585.0,-0.921,0.0,0.735,0.968,0.408
2585.25,-0.761,0.0,0.686,0.685,0.572
2585.5,-0.601,0.0,0.638,0.401,0.737
2585.75,-0.539,0.0,0.784,0.178,0.9
2586.0,-0.477,0.0,0.93,-0.046,1.064
2586.25,-0.427,0.0,1.071,-0.285,0.971
2586.5,-0.376,0.0,1.213,-0.524,0.877
2586.75,-0.531,0.0,1.189,-0.595,1.084
2587.0,-0.686,0.0,1.164,-0.666,1.291
2587.25,-0.769,0.0,1.19,-0.582,1.243
2587.5,-0.851,0.0,1.217,-0.499,1.194
2587.75,-0.956,0.0,1.039,-0.36,0.861
2588.0,-1.061,0.0,0.862,-0.221,0.529
2588.25,-1.113,0.0,0.902,-0.083,0.294
2588.5,-1.165,0.0,0.943,0.055,0.059
2588.75,-1.199,0.0,0.848,0.073,0.013
2589.0,-1.234,0.0,0.754,0.091,-0.033
2589.25,-1.216,0.0,0.77,-0.037,0.144
2589.5,-1.198,0.0,0.785,-0.165,0.321
2589.75,-1.09,0.0,0.802,-0.25,0.353
2590.0,-0.98,0.0,0.817,-0.336,0.385
2590.25,-0.766,0.0,0.593,-0.523,0.452
2590.5,-0.551,0.0,0.368,-0.711,0.519
2590.75,-0.442,0.0,0.2,-0.997,0.773
2591.0,-0.333,0.0,0.032,-1.283,1.027
2591.25,-0.104,0.0,-0.002,-1.579,1.049
2591.5,0.125,0.0,-0.037,-1.875,1.07
2591.75,0.277,0.0,-0.065,-2.033,1.108
2592.0,0.429,0.0,-0.093,-2.19,1.146
2592.25,0.52,0.0,-0.024,-2.357,0.908
2592.5,0.612,0.0,0.045,-2.524,0.671
2592.75,0.745,0.0,-0.005,-2.547,0.731
2593.0,0.878,0.0,-0.055,-2.57,0.792
2593.25,0.974,0.0,-0.027,-2.443,0.649
2593.5,1.069,0.0,0.001,-2.317,0.507
2593.75,1.021,0.0,-0.053,-2.254,0.582
2594.0,0.973,0.0,-0.106,-2.191,0.657
2594.25,0.954,0.0,-0.143,-2.092,0.449
2594.5,0.935,0.0,-0.18,-1.992,0.241
2594.75,0.876,0.0,-0.224,-1.934,0.111
2595.0,0.818,0.0,-0.269,-1.875,-0.019
2595.25,0.812,0.0,-0.308,-1.936,0.012
2595.5,0.806,0.0,-0.347,-1.996,0.042
2595.75,0.933,0.0,-0.567,-2.129,0.392
2596.0,1.06,0.0,-0.788,-2.262,0.741
